date,true label: w(i+1),w(i-0),w(i-1),w(i-2),w(i-3),w(i-4),w(i-5),w(i-6),w(i-7),w(i-8),w(i-9),w(i-10),w(i-11),w(i-12),w(i-13),w(i-14),w(i-15),w(i-16),w(i-17),w(i-18),w(i-19),w(i-20),w(i-21),w(i-22),w(i-23),w(i-24),w(i-25),w(i-26),w(i-27),w(i-28),w(i-29),w(i-30),w(i-31),w(i-32),w(i-33),w(i-34),w(i-35),w(i-36),w(i-37),w(i-38),w(i-39),w(i-40),w(i-41),w(i-42),w(i-43),w(i-44),w(i-45),w(i-46),w(i-47),w(i-48),w(i-49),w(i-50),w(i-51),w(i-52),w(i-53),w(i-54),w(i-55),w(i-56),w(i-57),w(i-58),w(i-59),w(i-60),w(i-61),w(i-62),w(i-63),w(i-64),w(i-65),w(i-66),w(i-67),w(i-68),w(i-69),w(i-70),w(i-71),w(i-72),w(i-73),w(i-74),w(i-75),w(i-76),w(i-77),w(i-78),w(i-79),w(i-80),w(i-81),w(i-82),w(i-83),w(i-84),w(i-85),w(i-86),w(i-87),w(i-88),w(i-89),w(i-90),w(i-91),w(i-92),w(i-93),w(i-94),w(i-95),w(i-96),w(i-97),w(i-98),w(i-99),w(i-100),w(i-101),w(i-102),w(i-103),w(i-104),w(i-105),w(i-106),w(i-107),w(i-108),w(i-109),w(i-110),w(i-111),w(i-112),w(i-113),w(i-114),w(i-115),w(i-116),w(i-117),w(i-118),w(i-119),w(i-120),w(i-121),w(i-122),w(i-123),w(i-124),w(i-125),w(i-126),w(i-127),w(i-128),w(i-129),w(i-130),w(i-131),w(i-132),w(i-133),w(i-134),w(i-135),w(i-136),w(i-137),w(i-138),w(i-139),w(i-140),w(i-141),w(i-142),w(i-143),w(i-144),w(i-145),w(i-146),w(i-147),w(i-148),w(i-149),w(i-150)
927,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3,8,4,7,1,7,2,2,4,2
928,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3,8,4,7,1,7,2,2,4
929,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3,8,4,7,1,7,2,2
930,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3,8,4,7,1,7,2
931,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3,8,4,7,1,7
932,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3,8,4,7,1
933,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3,8,4,7
934,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3,8,4
935,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3,8
936,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8,3
937,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4,8
938,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7,4
939,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7,7
940,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2,7
941,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2,2
942,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1,2
943,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4,1
944,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11,4
945,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11,11
946,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11,11
947,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2,11
948,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2,2
949,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3,2
950,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3,3
951,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3,3
952,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3,3
953,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3,3
954,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3,3
955,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3,3
956,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3,3
957,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7,3
958,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11,7
959,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3,11
960,1,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1,3
961,1,1,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2,1
962,1,1,1,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11,2
963,3,1,1,1,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3,11
964,7,3,1,1,1,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4,3
965,1,7,3,1,1,1,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4,4
966,1,1,7,3,1,1,1,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4,4
967,1,1,1,7,3,1,1,1,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4,4
968,3,1,1,1,7,3,1,1,1,1,8,1,11,4,4,3,1,1,7,7,4,3,3,1,2,1,8,2,2,3,11,8,7,7,1,8,2,7,1,11,8,4,11,11,7,3,3,4,7,8,7,1,1,3,4,1,3,2,4,1,8,1,8,1,1,11,1,11,11,8,4,4,2,8,8,8,2,7,8,8,2,1,3,2,2,7,1,7,2,2,2,8,4,7,11,4,3,8,11,11,11,4,8,4,3,11,11,11,2,11,2,7,4,2,2,2,11,11,3,11,2,7,11,2,7,11,11,11,1,4,1,1,7,11,11,2,3,8,11,7,8,8,2,4,1,11,1,2,1,11,1,4
